id,text,label
533,"This research examines the intersection between welfare and profit maximization in the context of production costs. The objective is to investigate how firms can balance the pursuit of profit with the need to ensure societal welfare, while considering the impact of production costs on decision-making. The methodology involves a comprehensive analysis of economic models and theories related to profit maximization, welfare economics, and production cost management.   Key findings highlight the complexity of simultaneously achieving profit maximization and welfare improvement in the presence of production costs. The study reveals that incorporating considerations of social welfare into profit-maximizing decisions can lead to trade-offs and challenges for firms. Moreover, the analysis underscores the importance of cost-efficient production practices to enhance both profitability and welfare outcomes.  In conclusion, the research underscores the intricate relationship between welfare, profit maximization, and production costs. It emphasizes the need for firms to adopt strategies that prioritize efficiency in production processes to align economic goals with societal welfare objectives effectively. Ultimately, this study contributes to a deeper understanding of how businesses can navigate the dual goals of maximizing profits and promoting welfare within the constraints of production costs.",machine
534,"  We report the first maximum-light far-Ultraviolet to near-infrared spectra
(1000A - 1.62um, rest) of a H-poor superluminous supernova, Gaia16apd. At
z=0.1018, it is one of the closest and the UV brightest such events, with 17.4
(AB) magnitude in Swift UV band (1928A) at -11days pre-maximum. Assuming an
exponential form, we derived the rise time of 33days and the peak bolometric
luminosity of 3x10^{44}ergs^-1. At maximum light, the estimated photospheric
temperature and velocity are 17,000K and 14,000kms^-1 respectively. The
inferred radiative and kinetic energy are roughly 1x10^{51} and 2x10^{52}erg.
Gaia16apd is extremely UV luminous, emitting 50% of its total luminosity at
1000 - 2500A. Compared to the UV spectra (normalized at 3100A) of well studied
SN1992A (Ia), SN2011fe(Ia), SN1999em (IIP) and SN1993J (IIb), it has orders of
magnitude more far-UV emission. This excess is interpreted primarily as a
result of weaker metal line blanketing due to much lower abundance of
iron-group elements in the outer ejecta. Because these elements originate
either from the natal metallicity of the star, or have been newly produced, our
observation provides direct evidence that little of these freshly synthesized
material, including 56Ni, was mixed into the outer ejecta, and the progenitor
metallicity is likely sub-solar. This disfavors Pair-Instability Supernova
(PISN) models with Helium core masses >=90Msun, where substantial 56Ni material
is produced. Higher photospheric temperature of Gaia16apd than that of normal
SNe may also contribute to the observed far-UV excess. We find some indication
that UV luminous SLSNe-I like Gaia16apd could be common. Using the UV spectra,
we show that WFIRST could detect SLSNe-I out to redshift of 8.
",human
535,"  In this paper we conduct a data survey searching for well-defined streamer
wave events observed by the Large Angle and Spectrometric Coronagraph (LASCO)
on-board the Solar and Heliospheric Observatory (SOHO) throughout Solar Cycle
23. As a result, 8 candidate events are found and presented here. We compare
different events and find that in most of them the driving CMEs ejecta are
characterized by a high speed and a wide angular span, and the CME-streamer
interactions occur generally along the flank of the streamer structure at an
altitude no higher than the bottom of the field of view of LASCO C2. In
addition, all front-side CMEs have accompanying flares. These common
observational features shed light on the excitation conditions of streamer wave
events.
  We also conduct a further analysis on one specific streamer wave event on 5
June 2003. The heliocentric distances of 4 wave troughs/crests at various
exposure times are determined; they are then used to deduce the wave properties
like period, wavelength, and phase speeds. It is found that both the period and
wavelength increase gradually with the wave propagation along the streamer
plasma sheet, and the phase speed of the preceding wave is generally faster
than that of the trailing ones. The associated coronal seismological study
yields the radial profiles of the Alfv\'en speed and magnetic field strength in
the region surrounding the streamer plasma sheet. Both quantities show a
general declining trend with time. This is interpreted as an observational
manifestation of the recovering process of the CME-disturbed corona. It is also
found that the Alfv\'enic critical point is at about 10 R$_\odot$ where the
flow speed, which equals the Alfv\'en speed, is $\sim$ 200 km s$^{-1}$.
",human
536,"  Core-collapse supernovae are found in regions associated with recent massive
star formation. The stellar population observed around the location of a SN can
be used as a probe of the origins of the progenitor star. We apply a Bayesian
mixture model to fit isochrones to the massive star population around twelve
Type IIP SNe, for which constraints on the progenitors are also available from
fortuitous pre-explosion images. Using the high-resolution Hubble Space
Telescope Advanced Camera for Surveys and Wide Field Camera 3, we study the
massive star population found within 100pc of each our target SNe. For most of
the SNe in our sample, we find that there are multiple age components in the
surrounding stellar populations. In the cases of SNe~2003gd and 2005cs, we find
that the progenitor does not come from the youngest stellar population
component and, in fact, these relatively low mass progenitors ($\sim
8M_{\odot}$) are found in close proximity to stars as massive as $15$ and
$50-60M_{\odot}$, respectively. Overall, the field extinction (Galactic and
host) derived for these populations is $\sim 0.3\,\mathrm{mags}$ higher than
the extinction that was generally applied in previously reported progenitor
analyses. We also find evidence, in particular for SN~2004dj, for significant
levels of differential extinction. Our analysis for SN~2008bk suggests a
significantly lower extinction for the population than the progenitor, but the
lifetime of the population and mass determined from pre-explosion images agree.
Overall, assuming that the appropriate age component can be suitably identified
from the multiple stellar population components present, we find that our
Bayesian approach to studying resolved stellar populations can match progenitor
masses determined from direct imaging to within $\pm 3M_{\odot}$.
",human
537,"  A finitely presented 1-ended group $G$ has {\it semistable fundamental group
at infinity} if $G$ acts geometrically on a simply connected and locally
compact ANR $Y$ having the property that any two proper rays in $Y$ are
properly homotopic. This property of $Y$ captures a notion of connectivity at
infinity stronger than ""1-ended"", and is in fact a feature of $G$, being
independent of choices. It is a fundamental property in the homotopical study
of finitely presented groups. While many important classes of groups have been
shown to have semistable fundamental group at infinity, the question of whether
every $G$ has this property has been a recognized open question for nearly
forty years. In this paper we attack the problem by considering a proper {\it
but non-cocompact} action of a group $J$ on such an $Y$. This $J$ would
typically be a subgroup of infinite index in the geometrically acting
over-group $G$; for example $J$ might be infinite cyclic or some other subgroup
whose semistability properties are known. We divide the semistability property
of $G$ into a $J$-part and a ""perpendicular to $J$"" part, and we analyze how
these two parts fit together. Among other things, this analysis leads to a
proof (in a companion paper) that a class of groups previously considered to be
likely counter examples do in fact have the semistability property.
",human
538,"In this study on Predicate Pairing for Program Verification, our research aims to address the challenge of enhancing the efficiency and scalability of automated program verification techniques. By proposing a novel approach called Predicate Pairing, we seek to improve the verification process by leveraging the relationships between predicates in the program's control flow graph. Our methodology involves identifying pairs of predicates that can be jointly analyzed to reduce the complexity of the verification task.   Through extensive experimentation on various benchmark programs, we demonstrate the effectiveness of Predicate Pairing in reducing the computational overhead associated with program verification. Our results show that our approach leads to significant improvements in verification time and memory usage compared to traditional verification methods. By effectively grouping and analyzing related predicates, we achieve a more precise and streamlined verification process without compromising on accuracy.  Moreover, we discuss the theoretical foundations of Predicate Pairing and provide insights into how this technique can be integrated into existing program verification frameworks. Overall, our work contributes to advancing the field of automated program verification by introducing a practical and efficient method for handling complex program properties.",machine
539,"Globular clusters are essential components of galaxies, serving as crucial tracers of their formation and evolution processes. However, the determination of their ages often faces uncertainties due to various factors.   This research aims to reduce age uncertainties in globular clusters by utilizing infrared (IR) color-magnitude diagrams, which can provide more accurate and reliable age estimates compared to optical observations.   We analyze IR data of globular clusters, applying advanced age-dating techniques based on the color-magnitude diagrams to constrain age uncertainties effectively. By focusing on the IR bands, we aim to mitigate the effects of extinction and metallicity variations that often complicate age determinations in optical studies.   Our study demonstrates that IR color-magnitude diagrams offer improved precision and accuracy in determining the ages of globular clusters. By leveraging IR observations, we successfully minimize the impact of observational limitations and systematic uncertainties, resulting in more robust age constraints for these stellar systems.   The findings highlight the significance of utilizing IR data for constraining globular cluster ages with higher precision and reliability. This approach not only enhances our understanding of globular cluster formation and evolution but also provides a valuable framework for future studies aiming to unravel age uncertainties in stellar populations.",machine
540,"In this work, we explore the efficacy of recurrent neural networks (RNNs) enhanced with specialized word embeddings for named-entity recognition (NER) within the health domain. Traditional NER approaches often struggle with the intricate and highly specialized language utilized in healthcare data, leading to suboptimal performance. Our objective is to alleviate these limitations by integrating domain-specific embeddings with RNN architectures, enabling a more nuanced representation of health-related text. We constructed embeddings by training on a large corpus of medical literature, ensuring that our model captures the semantic intricacies specific to the health domain. Subsequently, we employed these embeddings within LSTM-based RNNs to assess their impact on NER tasks. Our experimental results demonstrate a significant improvement in recognition accuracy compared to baseline models using generic embeddings. Specifically, we observed increases in both precision and recall metrics across multiple benchmark datasets. Our findings indicate that specialized embeddings amplify the contextual understanding of terms, allowing the model to differentiate more effectively between overlapping categories unique to healthcare. The key methodology involves the seamless integration of pre-trained, domain-adaptive embeddings with bidirectional LSTM models, fostering enhanced word contextualization. We conclude that the melding of domain-specific linguistic nuances via tailored word embeddings with sophisticated recurrent architectures represents a potent strategy for advancing NER in the health domain. Our work paves the way for more precise information extraction in medical texts, potentially streamlining subsequent data-driven applications in healthcare analytics and beyond. Future research will expand upon these findings by incorporating more complex architectures and exploring cross-domain adaptability.",machine
541,"  We discuss possible electromagnetic signals accompanying Fast Radio Bursts
(FRBs) that are expected in the scenario where FRBs originate in neutron star
magnetospheres. For models involving Crab-like giant pulses, no appreciable
contemporaneous emission is expected at other wavelengths. Magnetar giant
flares, driven by the reconfiguration of the magnetosphere, however, can
produce both contemporaneous bursts at other wavelengths as well as
afterglow-like emission. We conclude that the best chances are: (i) prompt
short GRB-like emission; (ii) a contemporaneous optical flash that can reach
naked eye peak luminosity (but only for a few milliseconds); (iii) a high
energy afterglow emission. Case (i) could be tested by coordinated radio and
high-energy experiments. Case (ii) could be seen in a coordinated radio-optical
surveys, \eg\ by the Palomar Transient Factory in a 60-second frame as a
transient object of $m=15-20$ magnitude with an expected optical detection rate
of about 0.1~hr$^{-1}$, an order of magnitude higher than in radio. Shallow,
but large-area sky surveys such as ASAS-SN and EVRYSCOPE could also detect
prompt optical flashes from the more powerful Lorimer-burst clones. The best
constraints on the optical-to-radio power for this kind of emission could be
provided by future observations with facilities like LSST. Case (iii) might be
seen in relatively rare cases that the relativistically ejected magnetic blob
is moving along the line of sight.
",human
542,"Baryons and glueballs are intriguing quantum states in the realm of hadron physics. Traditionally, their properties have been studied using various quark models and lattice quantum chromodynamics (QCD) simulations. This research explores an alternative approach through Poincaré-covariant bound-state equations. The foundation lies in the Bethe-Salpeter (BS) equation and the covariant constant-gauged instantaneous potential model (CCGIPM). The BS equation is employed to address the dynamical nature of hadron interactions, while the CCGIPM accounts for the confining nature of QCD. Utilizing the Lüscher-Meggiolaro-Roberts (LMR) scheme, we calculate the masses and spectroscopic properties of ground state baryons. Furthermore, we apply this method to investigate the emergence of glueballs within this framework. The results exhibit good agreement with experimental data and other theoretical models, providing a fresh perspective on the understanding of baryon and glueball properties. This work underscores the potential of Poincaré-covariant methods for analyzing the complex quark dynamics and hadron compositions underlying these states.",machine
543,"  Bar driven secular evolution plays a key role in changing the morphology and
kinematics of disk galaxies, leading to the formation of rapidly rotating
boxy/peanut bulges. If these disk galaxies also hosted a preexisting classical
bulge, how would the secular evolution influence the classical bulge, and also
the observational properties.
  We first study the co-evolution of a bar and a preexisting non-rotating
low-mass classical bulge such as might be present in galaxies like the Milky
Way. It is shown with N-body simulations that during the secular evolution,
such a bulge can gain significant angular momentum emitted by the bar through
resonant and stochastic orbits. Thereby it transforms into a cylindrically
rotating, anisotropic and triaxial object, embedded in the fast rotating boxy
bulge that forms via disk instability (Saha et al. 2012). The composite
boxy/peanut bulge also rotates cylindrically.
  We then show that the growth of the bar depends only slightly on the rotation
properties of the preexisting classical bulge. For the initially rotating small
classical bulge, cylindrical rotation in the resulting composite boxy/peanut
bulge extends to lower heights (Saha & Gerhard 2012). More massive classical
bulges also gain angular momentum emitted by the bar, inducing surprisingly
large rotational support within about 4 Gyrs (Saha et al. in prep).
",human
544,"  The effect of radiative heat-loss function and finite ion Larmor radius (FLR)
corrections on the thermal instability of infinite homogeneous viscous plasma
has been investigated incorporating the effects of thermal conductivity and
finite electrical resistivity for the formation of a molecular cloud. The
general dispersion relation is derived using the normal mode analysis method
with the help of relevant linearized perturbation equations of the problem.
Furthermore the wave propagation along and perpendicular to the direction of
external magnetic field has been discussed. Stability of the medium is
discussed by applying Routh Hurwitzs criterion and it is found that thermal
instability criterion determines the stability of the medium. We find that the
presence of radiative heat-loss function and thermal conductivity modify the
fundamental criterion of thermal instability into radiatively driven thermal
instability criterion. In longitudinal direction FLR corrections, viscosity,
magnetic field and finite resistivity have no effect on thermal instability
criterion. The presence of radiative heat-loss function and thermal
conductivity modify the fundamental thermal instability criterion into
radiatively driven thermal instability criterion. Also the FLR corrections
modify the growth rate of the Alfven mode. For transverse wave propagation FLR
corrections, radiative heat-loss function, magnetic field and thermal
conductivity modify the thermal instability criterion. From the curves it is
clear that heat-loss function, FLR corrections and viscosity have stabilizing
effect, while finite resistivity has destabilizing effect on the thermal modes.
Our results show that the FLR corrections and radiative heat-loss functions
affect the evolution of interstellar molecular clouds and star formation.
",human
545,"We have conducted an extensive search for X-ray emission from colliding magnetospheres in young eccentric stellar binaries, utilizing a combination of archival and new observations. Our goal was to investigate the possibility of X-ray emission from these systems, which could be indicative of intense magnetic activity and potential accretion processes. Through a systematic analysis of X-ray data from various space-based and ground-based observatories, we identified a subset of systems exhibiting anomalous X-ray variability, suggestive of a colliding magnetosphere. These systems display complex X-ray spectra, featuring multiple peaks and broadened emission lines, indicative of high-energy particle acceleration and coronal heating. Notably, the observed X-ray emission is often correlated with the binary's eccentricity and orbital period, suggesting a link between the magnetospheric collision and the system's dynamical evolution. Our findings provide strong evidence for the existence of X-ray emission from colliding magnetospheres in young eccentric stellar binaries, challenging current models of binary evolution and accretion processes. The observed X-ray variability is also found to be modulated by the binary's orbital eccentricity, highlighting the importance of considering the dynamical effects of the binary's evolution in the context of magnetospheric interactions.",machine
546,"This research paper investigates the accretion disk coronae of Intermediate Polar Cataclysmic Variables using 3D MagnetoHydro-Dynamic modeling to understand the thermal X-ray emission mechanisms. The objective is to simulate the complex interplay between the accretion disk and the coronal structure in Intermediate Polar Cataclysmic Variables using advanced numerical techniques. The methodology involves implementing sophisticated MagnetoHydro-Dynamic simulations in a three-dimensional framework to capture the dynamics of the system accurately. Key findings reveal the detailed evolution of the accretion disk coronae, shedding light on the distribution of thermal X-ray emission in Intermediate Polar Cataclysmic Variables. The results provide insights into the physical processes driving the observed X-ray properties of these systems. In conclusion, this study enhances our understanding of the accretion processes in Intermediate Polar Cataclysmic Variables by bridging the gap between theoretical modeling and observational data through comprehensive 3D MagnetoHydro-Dynamic simulations.",machine
547,"  We report on the long term X-ray monitoring with Swift, RXTE, Suzaku, Chandra
and XMM-Newton of the outburst of the newly discovered magnetar Swift
J1822.3-1606 (SGR 1822-1606), from the first observations soon after the
detection of the short X-ray bursts which led to its discovery, through the
first stages of its outburst decay (covering the time-span from July 2011,
until end of April 2012). We also report on archival ROSAT observations which
witnessed the source during its likely quiescent state, and on upper limits on
Swift J1822.3-1606's radio-pulsed and optical emission during outburst, with
the Green Bank Telescope (GBT) and the Gran Telescopio Canarias (GTC),
respectively. Our X-ray timing analysis finds the source rotating with a period
of P=8.43772016(2) s and a period derivative \dot{P}=8.3(2)x10^{-14} s s^{-1} ,
which entails an inferred dipolar surface magnetic field of B~2.7x10^{13} G at
the equator. This measurement makes Swift J1822.3-1606 the second lowest
magnetic field magnetar (after SGR 0418+5729; Rea et al. 2010). Following the
flux and spectral evolution from the beginning of the outburst, we find that
the flux decreased by about an order of magnitude, with a subtle softening of
the spectrum, both typical of the outburst decay of magnetars. By modeling the
secular thermal evolution of Swift J1822.3-1606, we find that the observed
timing properties of the source, as well as its quiescent X-ray luminosity, can
be reproduced if it was born with a poloidal and crustal toroidal fields of
B_{p}~1.5x10^{14} G and B_{tor}~7x10^{14} G, respectively, and if its current
age is ~550 kyr.
",human
548,"The Standard Model of particle physics has been extensively tested and validated through various experiments, but recent observations have revealed intriguing anomalies in certain decay channels, one of which is the $\bar B \to D^{(*)} \tau \bar\nu$ process. This anomaly has sparked significant interest in the search for new physics beyond the Standard Model, with scalar leptoquarks emerging as a promising candidate to explain the observed discrepancy. The $S_1$ scalar leptoquark, in particular, has garnered attention due to its potential to address the anomaly while being compatible with current experimental constraints from the Large Hadron Collider (LHC).   This study aims to investigate the LHC constraints on the $S_1$ scalar leptoquark and explore its prospects for resolving the $\bar B \to D^{(*)} \tau \bar\nu$ anomaly. We employ a combination of theoretical models and numerical simulations to analyze the constraints imposed by LHC data, including the ATLAS and CMS experiments. Our analysis reveals that the $S_1$ scalar leptoquark is compatible with current LHC constraints, but its potential to explain the $\bar B \to D^{(*)} \tau \bar\nu$ anomaly is still uncertain. We also investigate the prospects for future LHC upgrades, such as the High-Luminosity LHC, which could potentially enhance the sensitivity to the $S_1$ scalar leptoquark. Our results demonstrate that the $S_1$ scalar leptoquark remains a viable candidate for explaining the anomaly, but further studies are needed to confirm its existence and properties.",machine
549,"  Temperature-dependent inter-plane resistivity, $\rho _c(T)$, was used to
characterise the normal state of the iron-arsenide superconductor
Ba(Fe$_{1-x}$Co$_x$)$_2$As$_2$ over a broad doping range $0\leq x<0.50$. The
data were compared with in-plane resistivity, $\rho _a(T)$, and magnetic
susceptibility, $\chi (T)$, taken in $H \bot c$, as well as Co NMR Knight
shift, $^{59}K$, and spin relaxation rate, $1/T_1T$. The inter-plane
resistivity data show a clear correlation with the NMR Knight shift, assigned
to the formation of the pseudo-gap. Evolution of $\rho _c(T)$ with doping
reveals two characteristic energy scales. The temperature of the cross-over
from non-metallic, increasing on cooling, behavior of $\rho _c(T)$ at
high-temperatures to metallic behavior at low temperatures, $T^*$, correlates
well with an anomaly in all three magnetic measurements. This characteristic
temperature, equal to approximately 200~K in the parent compound, $x$=0,
decreases with doping and vanishes near $x^* \approx$0.25. For doping levels $x
\geq 0.166$, an additional feature appears above $T^*$, with metallic behavior
of $\rho _c (T)$ found above the low-temperature resistivity increase. The
characteristic temperature of this charge-gap formation, $T_{\rm CG}$, vanishes
at $x_{\rm CG} \simeq$0.30, paving the way to metallic, $T$-linear, $\rho_c
(T)$ close to $x_{\rm CG}$ and super-linear $T$-dependence for $x>x_{\rm CG}$.
None of these features are evident in the in-plane resistivity $\rho_a(T)$. For
doping levels $x <x_{\rm CG}$, $\chi (T)$ shows a known, anomalous, $T$-linear
dependence, which disappears for $x>x_{\rm CG}$.
",human
550,"  Globular Clusters (GCs) in the Milky Way are the primary laboratories for
establishing the ages of the oldest stellar populations and for measuring the
color-magnitude relation of stars. In infrared (IR) color-magnitude diagrams
(CMDs), the stellar main sequence (MS) exhibits a ""kink"", due to opacity
effects in M dwarfs, such that lower mass and cooler dwarfs become bluer in the
IR color baseline. This diagnostic offers a new opportunity to model GC CMDs
and to reduce uncertainties on cluster properties (e.g., their derived ages).
In this context, we analyzed Hubble Space Telescope Wide Field Camera 3 IR
archival observations of four GCs - 47Tuc, M4, NGC2808, and NGC6752 - for which
the data are deep enough to fully sample the low-mass MS, reaching at least ~ 2
mag below the ""kink"". We derived the fiducial lines for each cluster and
compared them with a grid of isochrones over a large range of parameter space,
allowing age, metallicity, distance, and reddening to vary within reasonable
selected ranges. The derived ages for the four clusters are respectively 11.6,
11.5, 11.2, and 12.1 Gyr and their random uncertainties are \sigma ~ 0.7 - 1.1
Gyr. Our results suggest that the near-IR MS ""kink"", combined with the MS
turn-off, provides a valuable tool to measure GC ages and offers a promising
opportunity to push the absolute age of GCs to sub-Gyr accuracy with the next
generation IR telescopes such as the James Webb Space Telescope and the
Wide-Field Infrared Survey Telescope.
",human
551,"  With his Clifford algebra of differential forms, Kaehler's algebra addresses
the overlooked manifestation of symmetry in the solutions of exterior systems.
In this algebra, solutions with a given symmetry are members of left ideals
generated by corresponding idempotents. These combine with phase factors to
take care of all the dependence of the solution on $x^{i}$ and $% dx^{i}$ for
each $\partial /\partial x^{i}=0$ symmetry. The maximum number of idempotents
(each for a one-parameter group) that can, therefore, go into a solution is the
dimensionality $n$ of the space. This number is further limited by
non-commutativity of idempotents.
  We consider the tensor product of Kaehler algebra with tangent Clifford
algebra, i.e. of valuedness. It has a commutative subalgebra of ""mirror
elements"", i.e. where the valuedness is dual to the differential form (like in
$dx\mathbf{i}$, but not in $dx\mathbf{j}$). It removes the aforementioned
limitation in the number of idempotent factors that can simultaneously go into
a solution.
  In the Kaehler calculus, which is based on the Kaehler algebra, total angular
momentum is linear in its components, even it is not valued in tangent algebra.
In particular, it is not a vector operator.
  We carry Kaehler's treatment over to the aforementioned commutative algebra.
Non-commutativity thus ceases to be a limiting factor in the formation of
products of idempotents representing each a one-parameter symmetry. The
interplay of factors that emerges in the expanded set of such products is
inimical to operator theory. For practical reasons, we stop at products
involving three one-parameter idempotents ---henceforth call ternary--- even
though the dimensionality of the all important spacetime manifold allows for
four of them.
",human
552,"We present precise estimates of the physical parameters for the exoplanet system HD-17156, utilizing a combination of Hubble Space Telescope Fine Guidance Sensor (FGS) transit observations and asteroseismic measurements. Our analysis involves a multi-step approach, where we first employed the transit method to constrain the system's orbital parameters, followed by the application of asteroseismic models to determine the host star's internal structure and composition.  The transit observations enabled us to refine the system's orbital eccentricity and semi-major axis, while the asteroseismic data provided valuable insights into the star's internal rotation rate and pressure profile. By integrating these results, we were able to estimate the host star's mass, radius, and surface temperature, as well as the planet's mass and orbital eccentricity.  Our results indicate that the host star, HD-17156, is a G-type main-sequence star with a mass of approximately 1.14 M, a radius of 1.23 R, and a surface temperature of 5930 K. The planet, HD-17156b, is a super-Earth with a mass of 2.38 M, an orbital eccentricity of 0.12, and a radius of 1.23 R. Our findings provide a more accurate understanding of the HD-17156 system, shedding light on the complex interplay between the host star and its planetary companion. These results have significant implications for the study of exoplanet formation and evolution, and highlight the importance of multi-messenger observations in constraining the physical parameters of exoplanet systems.",machine
553,"The study presents new polarimetric and spectroscopic evidence indicating anomalous enrichment in spinel-bearing Calcium-Aluminium-rich Inclusions (CAIs) within L-type asteroids. CAIs are significant as they provide insights into the early solar system's chemical composition and formation processes. Utilizing high-resolution near-infrared spectroscopy and polarimetry, the analysis focused on identifying spectral signatures indicative of CAIs enriched with spinel minerals. The results revealed distinct spectral features that are characteristic of CAIs with elevated spinel content, which were not previously observed in L-type asteroids. This anomaly suggests a unique compositional signature that could be attributed to different formation mechanisms or distinct parent bodies compared to other known CAI types. The findings contribute to our understanding of the heterogeneous nature of CAIs and their role in the diverse chemical evolution of the early solar system.",machine
554,"In this study, we investigate the long-term magnetic activity cycle and rotation period of alpha Centauri B through X-ray, far-ultraviolet (FUV), and ultraviolet (UV) observations. Our analysis reveals significant variations in the X-ray and UV flux levels over an extended period of time. By employing state-of-the-art data processing techniques, we accurately determine the rotation period of alpha Centauri B and establish correlations between the observed magnetic activity cycles and its rotation. The results provide insights into the stellar dynamo mechanisms operating in alpha Centauri B and contribute to the broader understanding of magnetic activity cycles in solar-type stars. Our methodology involves analyzing archival data from various space missions and ground-based observations, complemented by advanced computational models to interpret the observed variability. This study addresses a crucial aspect of stellar astrophysics by investigating the magnetic activity of a nearby star, offering valuable comparisons with the solar magnetic cycle. The findings presented in this work enhance our knowledge of stellar magnetic fields and rotation, furthering our comprehension of the fundamental processes governing the activity of solar and solar-type stars.",machine
555,"  Asteroids can be classified into several groups based on their spectral
reflectance. Among these groups, the one belonging to the L-class in the
taxonomic classification based on visible and near-infrared spectra exhibit
several peculiar properties. First, their near-infrared spectrum is
characterized by a strong absorption band interpreted as the diagnostic of a
high content of the FeO bearing spinel mineral. This mineral is one of the main
constituents of Calcium-Aluminum-rich Inclusions (CAI) the oldest mineral
compounds found in the solar system. In polarimetry, they possess an uncommonly
large value of the inversion angle incompatible with all known asteroid
belonging to other taxonomical classes. Asteroids found to possess such a high
inversion angle are commonly called Barbarians based on the first asteroid on
which this property was first identified, (234)~Barbara. In this paper we
present the results of an extensive campaign of polarimetric and spectroscopic
observations of L-class objects. We have derived phase-polarization curves for
a sample of 7 Barbarians, finding a variety of inversion angles ranging between
25 and 30$^{\circ}$. Spectral reflectance data exhibit variations in terms of
spectral slope and absorption features in the near-infrared. We analyzed these
data using a Hapke model to obtain some inferences about the relative abundance
of CAI and other mineral compounds. By combining spectroscopic and polarimetric
results, we find evidence that the polarimetric inversion angle is directly
correlated with the presence of CAI, and the peculiar polarimetric properties
of Barbarians are primarily a consequence of their anomalous composition.
",human
556,"  During the last few sports seasons a lot of discussion has been generated for
the several, high-profile, ""comebacks"" that were observed in almost all sports.
The Cavaliers won the championship after being down 3-1 in the 2016 NBA finals'
series against the Golden State Warriors, which was exactly the case for
Chicago Cubs and the World Series. The Patriots won the Super Bowl in 2016 even
though they were trailing by 25 points late in the third quarter, while FC
Barcelona in the top-16 round of the 2016-17 Champions League scored 3 goals
during the last 7 minutes of the game (including stoppage time) against PSG to
advance in the tournament. This has brought the robustness and accuracy of the
various probabilistic prediction models under high scrutiny. Many of these
models are proprietary, which makes it hard to evaluate. In this paper, we
build a simple and open, yet robust and well-calibrated, in-game probability
model for predicting the winner in an NFL (iWinRNFL) game. In particular, we
build a logistic regression model that utilizes a set of 10 variables to
predict the running win probability for the home team. We train our model using
detailed play-by-play data from the last 7 NFL seasons obtained through the
league's API. Our results indicate that in 75% of the cases iWinRNFL provides
an accurate winner projection, as compared to a 63% accuracy of a baseline
pre-game win probability model. Most importantly the probabilities that
iWinRNFL provides are well-calibrated. Finally, we have also evaluated more
complex, non-linear, models using the same set of features, without any
significant improvement in performance.
",human
557,"We investigated the optimization of handover latency in Proxy Mobile IPv6 (PMIPv6) networks by developing an integrated solution scheme. Our primary objective was to minimize the handover latency, which is a critical parameter in mobile networks, and ensure seamless connectivity for mobile devices.   We analyzed existing solutions and identified limitations in current handover latency reduction techniques, including those that focus solely on network infrastructure optimization. We proposed a novel, multi-layered approach that combines network optimization, device-side optimization, and application-level optimization to achieve significant handover latency reduction.   Our solution involves the deployment of a distributed proxy server architecture, optimized network configuration, and the use of advanced device-side technologies such as location-based services and predictive caching. We also developed a novel application-level optimization technique that leverages machine learning algorithms to predict and mitigate potential handover latency issues.   Through simulations and experiments, we demonstrated the effectiveness of our integrated solution scheme in reducing handover latency by up to 50% compared to existing solutions. Our results showed that the proposed solution can provide seamless connectivity for mobile devices, even in high-traffic scenarios. We also identified key challenges and limitations of our solution, including the need for further optimization and standardization of PMIPv6 networks.   Our work contributes to the development of more efficient and effective mobile networks, and has significant implications for future mobile technologies, including 5G and beyond.",machine
558,"  Learning about complex associations between pieces of information enables
individuals to quickly adjust their expectations and develop mental models.
Yet, the degree to which humans can learn higher-order information about
complex associations is not well understood; nor is it known whether the
learning process differs for social and non-social information. Here, we employ
a paradigm in which the order of stimulus presentation forms temporal
associations between the stimuli, collectively constituting a complex network
structure. We examined individual differences in the ability to learn network
topology for which stimuli were social versus non-social. Although participants
were able to learn both social and non-social networks, their performance in
social network learning was uncorrelated with their performance in non-social
network learning. Importantly, social traits, including social orientation and
perspective-taking, uniquely predicted the learning of social networks but not
the learning of non-social networks. Taken together, our results suggest that
the process of learning higher-order structure in social networks is
independent from the process of learning higher-order structure in non-social
networks. Our study design provides a promising approach to identify
neurophysiological drivers of social network versus non-social network
learning, extending our knowledge about the impact of individual differences on
these learning processes. Implications for how people learn and adapt to new
social contexts that require integration into a new social network are
discussed.
",human
559,"  Large scale plasma instabilities inside a tokamak can be influenced by the
currents flowing in the conducting vessel wall. This involves non linear plasma
dynamics and its interaction with the wall current. In order to study this
problem the code that solves the magneto-hydrodynamic (MHD) equations, called
JOREK [Huysmans G.T.A. and Czarny O. NF 47, 659 (2007); Czarny O. and Huysmans
G. JCP 227, 7423 (2008)], was coupled [Hoelzl M., et al. Journal of Physics:
Conference Series, 401, 012010 (2012)] with the model for the vacuum region and
the resistive conducting structure named STARWALL [Merkel P., Strumberger E.,
arXiv:150804911 (2015)]. The JOREK-STARWALL model has been already applied to
perform simulations of Vertical Displacement Events (VDEs), Resistive Wall
Modes (RWMs), Quiescent H-Mode, and vertical kick ELM triggering. At the
beginning of the project it was not possible to resolve the realistic wall
structure with a large number of finite element triangles due to the huge
consumption of memory and wall clock time by STARWALL and the corresponding
coupling routine in JOREK. Moreover, both the STARWALL code and the JOREK
coupling routine were only partially parallelized via OpenMP. The aim of this
project is to implement an MPI parallelization to reduce memory consumption and
execution time such that simulations with large resolutions become possible.
",human
